"","pathway","pval","padj","overlap","size","overlapGenes","sample_id"
"102","GOCC_CALCIUM_CHANNEL_COMPLEX",1,1,0,69,"","MM909_02"
"103","GOCC_CALYX_OF_HELD",1,1,0,18,"","MM909_02"
"104","GOCC_CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX",1,1,0,10,"","MM909_02"
"105","GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX",1,1,0,23,"","MM909_02"
"106","GOCC_CARDIAC_MYOFIBRIL",1,1,0,6,"","MM909_02"
"107","GOCC_CASPASE_COMPLEX",1,1,0,8,"","MM909_02"
"108","GOCC_CATALYTIC_COMPLEX",1,1,0,1481,"","MM909_02"
"109","GOCC_CATALYTIC_STEP_1_SPLICEOSOME",1,1,0,11,"","MM909_02"
"110","GOCC_CATALYTIC_STEP_2_SPLICEOSOME",1,1,0,92,"","MM909_02"
"111","GOCC_CATENIN_COMPLEX",1,1,0,31,"","MM909_02"
"112","GOCC_CATION_CHANNEL_COMPLEX",1,1,0,215,"","MM909_02"
"113","GOCC_CATION_TRANSPORTING_ATPASE_COMPLEX",1,1,0,18,"","MM909_02"
"114","GOCC_CATSPER_COMPLEX",1,1,0,13,"","MM909_02"
"115","GOCC_CAVEOLA",1,1,0,90,"","MM909_02"
"116","GOCC_CBM_COMPLEX",1,1,0,5,"","MM909_02"
"117","GOCC_CCAAT_BINDING_FACTOR_COMPLEX",1,1,0,6,"","MM909_02"
"118","GOCC_CCR4_NOT_COMPLEX",1,1,0,14,"","MM909_02"
"119","GOCC_CCR4_NOT_CORE_COMPLEX",1,1,0,6,"","MM909_02"
"120","GOCC_CD40_RECEPTOR_COMPLEX",1,1,0,11,"","MM909_02"
"121","GOCC_CD95_DEATH_INDUCING_SIGNALING_COMPLEX",1,1,0,6,"","MM909_02"
"122","GOCC_CDC73_PAF1_COMPLEX",1,1,0,7,"","MM909_02"
"123","GOCC_CELL_BODY",1,1,0,574,"","MM909_02"
"124","GOCC_CELL_BODY_FIBER",1,1,0,6,"","MM909_02"
"125","GOCC_CELL_BODY_MEMBRANE",1,1,0,31,"","MM909_02"
"126","GOCC_CELL_CELL_CONTACT_ZONE",1,1,0,77,"","MM909_02"
"127","GOCC_CELL_CELL_JUNCTION",1,1,0,507,"","MM909_02"
"128","GOCC_CELL_CORTEX",1,1,0,315,"","MM909_02"
"129","GOCC_CELL_CORTEX_REGION",1,1,0,39,"","MM909_02"
"130","GOCC_CELL_DIVISION_SITE",1,1,0,73,"","MM909_02"
"131","GOCC_CELL_LEADING_EDGE",1,1,0,433,"","MM909_02"
"132","GOCC_CELL_POLE",1,1,0,7,"","MM909_02"
"133","GOCC_CELL_PROJECTION_MEMBRANE",1,1,0,358,"","MM909_02"
"134","GOCC_CELL_SUBSTRATE_JUNCTION",1,1,0,463,"","MM909_02"
"135","GOCC_CELL_SURFACE",1,1,0,1082,"","MM909_02"
"136","GOCC_CELL_TIP",1,1,0,5,"","MM909_02"
"137","GOCC_CELL_TRAILING_EDGE",1,1,0,20,"","MM909_02"
"138","GOCC_CENTRAL_ELEMENT",1,1,0,8,"","MM909_02"
"139","GOCC_CENTRIOLAR_SATELLITE",1,1,0,121,"","MM909_02"
"140","GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE",1,1,0,10,"","MM909_02"
"141","GOCC_CENTRIOLE",1,1,0,161,"","MM909_02"
"142","GOCC_CENTROSOME",1,1,0,641,"","MM909_02"
"143","GOCC_CEREBELLAR_MOSSY_FIBER",1,1,0,7,"","MM909_02"
"144","GOCC_CHAPERONE_COMPLEX",1,1,0,34,"","MM909_02"
"145","GOCC_CHAPERONIN_CONTAINING_T_COMPLEX",1,1,0,11,"","MM909_02"
"146","GOCC_CHECKPOINT_CLAMP_COMPLEX",1,1,0,5,"","MM909_02"
"147","GOCC_CHITOSOME",1,1,0,18,"","MM909_02"
"148","GOCC_CHLORIDE_CHANNEL_COMPLEX",1,1,0,58,"","MM909_02"
"149","GOCC_CHOLINERGIC_SYNAPSE",1,1,0,8,"","MM909_02"
"150","GOCC_CHROMAFFIN_GRANULE",1,1,0,13,"","MM909_02"
"151","GOCC_CHROMAFFIN_GRANULE_MEMBRANE",1,1,0,9,"","MM909_02"
"152","GOCC_CHROMATIN",1,1,0,1295,"","MM909_02"
"153","GOCC_CHROMATIN_SILENCING_COMPLEX",1,1,0,13,"","MM909_02"
"154","GOCC_CHROMATOID_BODY",1,1,0,12,"","MM909_02"
"155","GOCC_CHROMOCENTER",1,1,0,15,"","MM909_02"
"156","GOCC_CHROMOSOMAL_REGION",1,1,0,374,"","MM909_02"
"157","GOCC_CHROMOSOME",1,1,0,1884,"","MM909_02"
"158","GOCC_CHROMOSOME_CENTROMERIC_CORE_DOMAIN",1,1,0,14,"","MM909_02"
"159","GOCC_CHROMOSOME_CENTROMERIC_REGION",1,1,0,229,"","MM909_02"
"160","GOCC_CHROMOSOME_PASSENGER_COMPLEX",1,1,0,6,"","MM909_02"
"161","GOCC_CHROMOSOME_TELOMERIC_REGION",1,1,0,169,"","MM909_02"
"162","GOCC_CHROMOSOME_TELOMERIC_REPEAT_REGION",1,1,0,13,"","MM909_02"
"163","GOCC_CHYLOMICRON",1,1,0,13,"","MM909_02"
"164","GOCC_CIA_COMPLEX",1,1,0,5,"","MM909_02"
"165","GOCC_CILIARY_BASAL_BODY",1,1,0,161,"","MM909_02"
"166","GOCC_CILIARY_BASE",1,1,0,41,"","MM909_02"
"167","GOCC_CILIARY_MEMBRANE",1,1,0,76,"","MM909_02"
"168","GOCC_CILIARY_PLASM",1,1,0,133,"","MM909_02"
"169","GOCC_CILIARY_ROOTLET",1,1,0,11,"","MM909_02"
"170","GOCC_CILIARY_TIP",1,1,0,47,"","MM909_02"
"171","GOCC_CILIARY_TRANSITION_FIBER",1,1,0,9,"","MM909_02"
"172","GOCC_CILIARY_TRANSITION_ZONE",1,1,0,71,"","MM909_02"
"173","GOCC_CILIUM",1,1,0,697,"","MM909_02"
"174","GOCC_CIS_GOLGI_NETWORK",1,1,0,78,"","MM909_02"
"175","GOCC_CIS_GOLGI_NETWORK_MEMBRANE",1,1,0,13,"","MM909_02"
"176","GOCC_CLATHRIN_ADAPTOR_COMPLEX",1,1,0,17,"","MM909_02"
"177","GOCC_CLATHRIN_COAT",1,1,0,38,"","MM909_02"
"178","GOCC_CLATHRIN_COAT_OF_COATED_PIT",1,1,0,14,"","MM909_02"
"179","GOCC_CLATHRIN_COAT_OF_ENDOCYTIC_VESICLE",1,1,0,8,"","MM909_02"
"180","GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE",1,1,0,146,"","MM909_02"
"181","GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE",1,1,0,126,"","MM909_02"
"182","GOCC_CLATHRIN_COATED_PIT",1,1,0,76,"","MM909_02"
"183","GOCC_CLATHRIN_COATED_VESICLE",1,1,0,248,"","MM909_02"
"184","GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE",1,1,0,164,"","MM909_02"
"185","GOCC_CLATHRIN_COMPLEX",1,1,0,6,"","MM909_02"
"186","GOCC_CLATHRIN_SCULPTED_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT_VESICLE",1,1,0,8,"","MM909_02"
"187","GOCC_CLATHRIN_SCULPTED_MONOAMINE_TRANSPORT_VESICLE",1,1,0,5,"","MM909_02"
"188","GOCC_CLATHRIN_SCULPTED_VESICLE",1,1,0,12,"","MM909_02"
"189","GOCC_CLATHRIN_VESICLE_COAT",1,1,0,24,"","MM909_02"
"190","GOCC_CLEAVAGE_FURROW",1,1,0,56,"","MM909_02"
"191","GOCC_CLOCK_BMAL_TRANSCRIPTION_COMPLEX",1,1,0,5,"","MM909_02"
"192","GOCC_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS",1,1,0,164,"","MM909_02"
"193","GOCC_COATED_VESICLE",1,1,0,389,"","MM909_02"
"194","GOCC_COATED_VESICLE_MEMBRANE",1,1,0,272,"","MM909_02"
"195","GOCC_COHESIN_COMPLEX",1,1,0,13,"","MM909_02"
"196","GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX",1,1,0,444,"","MM909_02"
"197","GOCC_COLLAGEN_TRIMER",1,1,0,92,"","MM909_02"
"198","GOCC_COLLAGEN_TYPE_IV_TRIMER",1,1,0,7,"","MM909_02"
"199","GOCC_COMMITMENT_COMPLEX",1,1,0,5,"","MM909_02"
"200","GOCC_COMPACT_MYELIN",1,1,0,12,"","MM909_02"
"201","GOCC_COMPLEX_OF_COLLAGEN_TRIMERS",1,1,0,28,"","MM909_02"
"202","GOCC_CONDENSED_CHROMOSOME",1,1,0,257,"","MM909_02"
"203","GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION",1,1,0,158,"","MM909_02"
"204","GOCC_CONDENSED_NUCLEAR_CHROMOSOME",1,1,0,74,"","MM909_02"
"205","GOCC_CONDENSIN_COMPLEX",1,1,0,8,"","MM909_02"
"206","GOCC_CONNEXIN_COMPLEX",1,1,0,21,"","MM909_02"
"207","GOCC_CONTRACTILE_FIBER",1,1,0,236,"","MM909_02"
"208","GOCC_CONTRACTILE_RING",1,1,0,10,"","MM909_02"
"209","GOCC_COP9_SIGNALOSOME",1,1,0,15,"","MM909_02"
"210","GOCC_COPI_COATED_VESICLE",1,1,0,22,"","MM909_02"
"211","GOCC_COPI_COATED_VESICLE_MEMBRANE",1,1,0,18,"","MM909_02"
"212","GOCC_COPI_VESICLE_COAT",1,1,0,13,"","MM909_02"
"213","GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE",1,1,0,191,"","MM909_02"
"214","GOCC_COPII_VESICLE_COAT",1,1,0,15,"","MM909_02"
"215","GOCC_CORE_MEDIATOR_COMPLEX",1,1,0,27,"","MM909_02"
"216","GOCC_CORNIFIED_ENVELOPE",1,1,0,50,"","MM909_02"
"217","GOCC_CORTICAL_ACTIN_CYTOSKELETON",1,1,0,86,"","MM909_02"
"218","GOCC_CORTICAL_CYTOSKELETON",1,1,0,114,"","MM909_02"
"219","GOCC_CORTICAL_ENDOPLASMIC_RETICULUM",1,1,0,6,"","MM909_02"
"220","GOCC_CORTICAL_GRANULE",1,1,0,5,"","MM909_02"
"221","GOCC_COSTAMERE",1,1,0,16,"","MM909_02"
"222","GOCC_CRD_MEDIATED_MRNA_STABILITY_COMPLEX",1,1,0,6,"","MM909_02"
"223","GOCC_CTF18_RFC_LIKE_COMPLEX",1,1,0,7,"","MM909_02"
"224","GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,23,"","MM909_02"
"225","GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,36,"","MM909_02"
"226","GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,34,"","MM909_02"
"227","GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,11,"","MM909_02"
"228","GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX",1,1,0,5,"","MM909_02"
"229","GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,8,"","MM909_02"
"230","GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX",1,1,0,175,"","MM909_02"
"231","GOCC_CUTICULAR_PLATE",1,1,0,9,"","MM909_02"
"232","GOCC_CYCLIN_A2_CDK2_COMPLEX",1,1,0,5,"","MM909_02"
"233","GOCC_CYCLIN_CDK_POSITIVE_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX",1,1,0,6,"","MM909_02"
"234","GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX",1,1,0,49,"","MM909_02"
"235","GOCC_CYTOCHROME_COMPLEX",1,1,0,42,"","MM909_02"
"236","GOCC_CYTOLYTIC_GRANULE",1,1,0,13,"","MM909_02"
"237","GOCC_CYTOPLASMIC_DYNEIN_COMPLEX",1,1,0,23,"","MM909_02"
"238","GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX",1,1,0,13,"","MM909_02"
"239","GOCC_CYTOPLASMIC_MICROTUBULE",1,1,0,75,"","MM909_02"
"240","GOCC_CYTOPLASMIC_REGION",1,1,0,259,"","MM909_02"
"241","GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE",1,1,0,14,"","MM909_02"
"242","GOCC_CYTOPLASMIC_SIDE_OF_ENDOSOME_MEMBRANE",1,1,0,4,"","MM909_02"
"243","GOCC_CYTOPLASMIC_SIDE_OF_LYSOSOMAL_MEMBRANE",1,1,0,6,"","MM909_02"
"244","GOCC_CYTOPLASMIC_SIDE_OF_MEMBRANE",1,1,0,192,"","MM909_02"
"245","GOCC_CYTOPLASMIC_STRESS_GRANULE",1,1,0,80,"","MM909_02"
"246","GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX",1,1,0,14,"","MM909_02"
"247","GOCC_CYTOSKELETON_OF_PRESYNAPTIC_ACTIVE_ZONE",1,1,0,7,"","MM909_02"
"248","GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT",1,1,0,58,"","MM909_02"
"249","GOCC_CYTOSOLIC_REGION",1,1,0,15,"","MM909_02"
"250","GOCC_CYTOSOLIC_RIBOSOME",1,1,0,110,"","MM909_02"
"251","GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT",1,1,0,51,"","MM909_02"
"252","GOCC_DEATH_INDUCING_SIGNALING_COMPLEX",1,1,0,9,"","MM909_02"
"253","GOCC_DENDRITE_CYTOPLASM",1,1,0,30,"","MM909_02"
"254","GOCC_DENDRITE_MEMBRANE",1,1,0,41,"","MM909_02"
"255","GOCC_DENDRITE_TERMINUS",1,1,0,11,"","MM909_02"
"256","GOCC_DENDRITIC_GROWTH_CONE",1,1,0,7,"","MM909_02"
"257","GOCC_DENDRITIC_SHAFT",1,1,0,43,"","MM909_02"
"258","GOCC_DENDRITIC_SPINE_HEAD",1,1,0,7,"","MM909_02"
"259","GOCC_DENDRITIC_SPINE_MEMBRANE",1,1,0,15,"","MM909_02"
"260","GOCC_DENDRITIC_TREE",1,1,0,626,"","MM909_02"
"261","GOCC_DENSE_BODY",1,1,0,5,"","MM909_02"
"262","GOCC_DENSE_CORE_GRANULE",1,1,0,27,"","MM909_02"
"263","GOCC_DENSE_CORE_GRANULE_MEMBRANE",1,1,0,7,"","MM909_02"
"264","GOCC_DENTATE_GYRUS_MOSSY_FIBER",1,1,0,6,"","MM909_02"
"265","GOCC_DERLIN_1_RETROTRANSLOCATION_COMPLEX",1,1,0,8,"","MM909_02"
"266","GOCC_DESMOSOME",1,1,0,30,"","MM909_02"
"267","GOCC_DEUTEROSOME",1,1,0,5,"","MM909_02"
"268","GOCC_DIHYDROLIPOYL_DEHYDROGENASE_COMPLEX",1,1,0,9,"","MM909_02"
"269","GOCC_DISTAL_AXON",1,1,0,269,"","MM909_02"
"270","GOCC_DNA_PACKAGING_COMPLEX",1,1,0,115,"","MM909_02"
"271","GOCC_DNA_POLYMERASE_COMPLEX",1,1,0,19,"","MM909_02"
"272","GOCC_DNA_RECOMBINASE_MEDIATOR_COMPLEX",1,1,0,7,"","MM909_02"
"273","GOCC_DNA_REPAIR_COMPLEX",1,1,0,46,"","MM909_02"
"274","GOCC_DNA_REPLICATION_FACTOR_C_COMPLEX",1,1,0,5,"","MM909_02"
"275","GOCC_DNA_REPLICATION_PREINITIATION_COMPLEX",1,1,0,12,"","MM909_02"
"276","GOCC_DOPAMINERGIC_SYNAPSE",1,1,0,18,"","MM909_02"
"277","GOCC_DYNACTIN_COMPLEX",1,1,0,15,"","MM909_02"
"278","GOCC_DYNEIN_AXONEMAL_PARTICLE",1,1,0,20,"","MM909_02"
"279","GOCC_DYNEIN_COMPLEX",1,1,0,54,"","MM909_02"
"280","GOCC_DYSTROGLYCAN_COMPLEX",1,1,0,7,"","MM909_02"
"281","GOCC_DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX",1,1,0,18,"","MM909_02"
"282","GOCC_EARLY_ENDOSOME",1,1,0,455,"","MM909_02"
"283","GOCC_EARLY_ENDOSOME_LUMEN",1,1,0,5,"","MM909_02"
"284","GOCC_EARLY_ENDOSOME_MEMBRANE",1,1,0,221,"","MM909_02"
"285","GOCC_EARLY_PHAGOSOME",1,1,0,12,"","MM909_02"
"286","GOCC_EGG_COAT",1,1,0,5,"","MM909_02"
"287","GOCC_EKC_KEOPS_COMPLEX",1,1,0,5,"","MM909_02"
"288","GOCC_ELASTIC_FIBER",1,1,0,5,"","MM909_02"
"289","GOCC_ELONGATOR_HOLOENZYME_COMPLEX",1,1,0,6,"","MM909_02"
"290","GOCC_ELONGIN_COMPLEX",1,1,0,4,"","MM909_02"
"291","GOCC_EMC_COMPLEX",1,1,0,10,"","MM909_02"
"292","GOCC_ENDOCYTIC_VESICLE",1,1,0,457,"","MM909_02"
"293","GOCC_ENDOCYTIC_VESICLE_LUMEN",1,1,0,23,"","MM909_02"
"294","GOCC_ENDOCYTIC_VESICLE_MEMBRANE",1,1,0,308,"","MM909_02"
"295","GOCC_ENDOLYSOSOME",1,1,0,28,"","MM909_02"
"296","GOCC_ENDOLYSOSOME_LUMEN",1,1,0,5,"","MM909_02"
"297","GOCC_ENDOLYSOSOME_MEMBRANE",1,1,0,19,"","MM909_02"
"298","GOCC_ENDOPEPTIDASE_COMPLEX",1,1,0,92,"","MM909_02"
"299","GOCC_ENDOPLASMIC_RETICULUM",1,1,0,2168,"","MM909_02"
"300","GOCC_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX",1,1,0,11,"","MM909_02"
"301","GOCC_ENDOPLASMIC_RETICULUM_EXIT_SITE",1,1,0,40,"","MM909_02"
"302","GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT",1,1,0,148,"","MM909_02"
"303","GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE",1,1,0,94,"","MM909_02"
"304","GOCC_ENDOPLASMIC_RETICULUM_LUMEN",1,1,0,320,"","MM909_02"
"305","GOCC_ENDOPLASMIC_RETICULUM_PALMITOYLTRANSFERASE_COMPLEX",1,1,0,8,"","MM909_02"
"306","GOCC_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_CONTACT_SITE",1,1,0,10,"","MM909_02"
